agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,calls,accounts_called,total_duration_sec,avg_duration_sec,attributed_successful_payments,attributed_recovery,paying_accounts,recovery_per_call
AGT0000716,EMP01051,Ananya Rao,VND0000006,T2,INACTIVE,2024-11-21 12:06:57,2025-10-16 03:59:12,93,93,34046,366.0860215053763,2.0,224674.38,2.0,2415.853548387097
AGT0000586,EMP00327,Sneha Das,VND0000015,DIGITAL,INACTIVE,2024-05-07 18:49:55,2026-05-05 02:02:19,95,95,44794,471.5157894736842,1.0,535.57,1.0,5.6375789473684215
AGT0000020,EMP00551,Priya Mehta,VND0000008,T1,INACTIVE,2024-04-22 07:48:30,2026-01-27 21:17:09,78,78,33983,435.6794871794872,1.0,128544.94,1.0,1648.0120512820513
AGT0000653,EMP00978,Sneha Das,VND0000013,FIELD,ACTIVE,2024-11-10 19:14:00,2025-04-14 02:08:35,89,89,40342,453.2808988764045,2.0,242162.03999999998,2.0,2720.9217977528087
AGT0000455,EMP00604,Ananya Rao,VND0000007,DIGITAL,SUSPENDED,2025-06-17 14:56:09,2025-11-02 16:30:04,85,84,37938,446.32941176470587,1.0,108405.2,1.0,1275.355294117647
AGT0000544,EMP00055,Aarav Sharma,VND0000005,T1,SUSPENDED,2025-06-09 12:50:07,2025-04-02 04:14:22,90,90,40742,452.68888888888887,0.0,0.0,0.0,0.0
AGT0000113,EMP00929,Rohan Patel,VND0000007,T1,INACTIVE,2025-03-30 21:06:20,2025-07-18 11:24:10,70,70,34427,491.8142857142857,1.0,12729.64,1.0,181.852
AGT0000786,EMP00564,Neha Singh,VND0000004,T2,INACTIVE,2024-04-02 22:46:39,2026-03-01 18:24:06,101,101,47138,466.71287128712873,3.0,262138.78999999998,3.0,2595.4335643564355
AGT0000283,EMP00198,Sneha Das,VND0000001,FIELD,INACTIVE,2024-11-21 19:32:20,2026-03-27 07:45:42,96,96,45972,478.875,4.0,266204.51,4.0,2772.9636458333334
AGT0000804,EMP00983,Vikram Shah,VND0000001,T1,ACTIVE,2024-05-28 16:46:46,2025-01-21 11:37:40,97,97,43999,453.5979381443299,1.0,46501.22,1.0,479.39402061855674
AGT0000117,EMP00674,Neha Singh,VND0000012,DIGITAL,ACTIVE,2025-05-26 05:31:11,2026-01-04 03:24:15,95,95,40530,426.63157894736844,0.0,0.0,0.0,0.0
AGT0000342,EMP01016,Ananya Rao,VND0000004,T2,SUSPENDED,2025-09-15 09:07:13,2025-12-20 17:57:14,84,84,39531,470.60714285714283,2.0,228235.41999999998,2.0,2717.088333333333
AGT0000262,EMP00500,Rohan Patel,VND0000008,FIELD,ACTIVE,2025-07-27 01:21:21,2025-10-29 06:32:13,86,86,37338,434.16279069767444,1.0,74038.1,1.0,860.9081395348838
AGT0000781,EMP00517,Amit Kumar,VND0000010,DIGITAL,ACTIVE,2024-04-28 15:55:06,2025-06-18 19:36:03,82,82,35092,427.9512195121951,0.0,0.0,0.0,0.0
AGT0000126,EMP00244,Pooja Nair,VND0000007,FIELD,INACTIVE,2024-11-25 16:17:47,2026-04-02 17:08:06,85,85,40037,471.0235294117647,6.0,581790.7000000001,6.0,6844.596470588236
AGT0000935,EMP00561,Neha Singh,VND0000003,T2,ACTIVE,2024-04-19 17:11:05,2025-09-07 17:36:50,92,92,47286,513.9782608695652,1.0,148434.02,1.0,1613.4132608695652
AGT0000409,EMP01011,Pooja Nair,VND0000012,T1,ACTIVE,2024-12-24 16:40:41,2025-02-04 23:24:39,94,94,40084,426.4255319148936,3.0,73110.2,3.0,777.768085106383
AGT0000416,EMP00617,Neha Singh,VND0000002,T3,SUSPENDED,2024-07-02 09:30:43,2025-02-02 20:52:11,90,89,41945,466.05555555555554,2.0,40797.12,2.0,453.3013333333334
AGT0000368,EMP00173,Vikram Shah,VND0000010,T3,ACTIVE,2025-04-07 21:35:20,2025-07-07 04:29:40,70,70,32110,458.7142857142857,0.0,0.0,0.0,0.0
AGT0000424,EMP00626,Sneha Das,VND0000008,FIELD,SUSPENDED,2025-03-17 16:42:32,2026-06-09 06:21:26,105,105,47332,450.7809523809524,2.0,148661.28,2.0,1415.8217142857143
AGT0000058,EMP00993,Rohan Patel,VND0000006,T1,ACTIVE,2025-10-27 12:37:53,2026-02-16 10:49:48,85,85,40005,470.6470588235294,1.0,48157.92,1.0,566.5637647058824
AGT0000619,EMP01068,Vikram Shah,VND0000001,T2,INACTIVE,2025-10-09 20:27:34,2025-12-08 13:32:19,76,76,35595,468.35526315789474,2.0,187489.63999999998,2.0,2466.9689473684207
AGT0000155,EMP00751,Vikram Shah,VND0000006,T1,ACTIVE,2024-02-29 14:25:41,2025-11-22 16:10:09,84,84,42137,501.6309523809524,2.0,118745.58,2.0,1413.6378571428572
AGT0000901,EMP00686,Vikram Shah,VND0000009,T2,SUSPENDED,2025-10-02 06:13:50,2025-01-31 03:33:32,87,87,44885,515.919540229885,5.0,454447.05,5.0,5223.5293103448275
AGT0000146,EMP01069,Aarav Sharma,VND0000013,T2,SUSPENDED,2024-05-12 08:07:26,2025-11-01 18:13:31,105,105,50612,482.0190476190476,0.0,0.0,0.0,0.0
AGT0000101,EMP00890,Rahul Verma,VND0000012,T2,INACTIVE,2025-11-26 05:28:59,2026-07-16 15:01:03,81,81,38987,481.320987654321,5.0,307755.21,5.0,3799.4470370370373
AGT0000431,EMP00812,Neha Singh,VND0000009,T1,ACTIVE,2025-03-15 17:24:55,2026-06-28 05:37:23,75,75,36569,487.58666666666664,3.0,292809.02,3.0,3904.120266666667
AGT0000272,EMP01027,Aarav Sharma,VND0000014,T1,SUSPENDED,2024-03-14 22:43:39,2026-08-01 13:53:25,89,89,43084,484.08988764044943,1.0,120112.96,1.0,1349.5838202247191
AGT0000845,EMP00572,Sneha Das,VND0000002,T2,SUSPENDED,2024-06-16 17:38:44,2025-02-20 19:26:30,96,95,43749,455.71875,1.0,110737.89,1.0,1153.5196875
AGT0000705,EMP00143,Pooja Nair,VND0000004,FIELD,INACTIVE,2024-12-05 11:11:39,2026-04-22 07:35:26,79,79,38986,493.49367088607596,1.0,43406.09,1.0,549.4441772151898
AGT0000731,EMP00448,Sneha Das,VND0000003,FIELD,ACTIVE,2025-09-04 10:43:54,2025-06-30 06:41:25,89,89,37065,416.46067415730334,0.0,0.0,0.0,0.0
AGT0000811,EMP00324,Sneha Das,VND0000014,FIELD,INACTIVE,2024-08-27 09:38:02,2025-10-05 22:22:16,81,81,34236,422.6666666666667,3.0,353108.75,3.0,4359.367283950617
AGT0000988,EMP00180,Pooja Nair,VND0000009,T2,INACTIVE,2024-10-12 12:52:18,2025-07-11 21:45:41,82,81,33483,408.3292682926829,1.0,107150.4,1.0,1306.7121951219513
AGT0000835,EMP00971,Rohan Patel,VND0000013,FIELD,SUSPENDED,2025-05-17 03:53:39,2025-12-05 22:27:11,80,80,40391,504.8875,3.0,230734.25,3.0,2884.178125
AGT0000250,EMP01018,Aarav Sharma,VND0000015,DIGITAL,ACTIVE,2024-11-01 00:17:38,2026-06-01 16:21:21,91,90,40742,447.7142857142857,0.0,0.0,0.0,0.0
AGT0000708,EMP00888,Ananya Rao,VND0000011,T1,INACTIVE,2024-02-13 04:21:50,2025-11-30 06:26:15,78,77,31150,399.35897435897436,1.0,89064.06,1.0,1141.846923076923
AGT0000855,EMP00918,Rahul Verma,VND0000006,T2,ACTIVE,2024-01-28 10:46:44,2025-04-06 18:38:52,87,87,38182,438.8735632183908,1.0,110584.73,1.0,1271.0888505747125
AGT0000122,EMP00975,Pooja Nair,VND0000010,DIGITAL,ACTIVE,2024-11-04 12:53:46,2025-12-12 12:11:25,93,93,44848,482.23655913978496,1.0,101492.16,1.0,1091.3135483870967
AGT0000595,EMP00454,Sneha Das,VND0000013,FIELD,ACTIVE,2024-03-10 10:02:01,2025-11-18 02:07:23,86,86,38256,444.83720930232556,1.0,74006.39,1.0,860.5394186046511
AGT0000169,EMP01058,Vikram Shah,VND0000003,T3,INACTIVE,2024-08-08 21:50:44,2025-12-13 11:50:00,85,85,37548,441.74117647058824,4.0,480285.71,4.0,5650.420117647059
AGT0000254,EMP01050,Ananya Rao,VND0000015,T3,ACTIVE,2024-06-29 08:35:13,2025-08-07 18:38:48,107,107,44292,413.94392523364485,2.0,177891.69,2.0,1662.5391588785046
AGT0000749,EMP01088,Pooja Nair,VND0000012,DIGITAL,SUSPENDED,2024-12-30 21:11:12,2025-10-05 14:54:10,94,93,46791,497.77659574468083,1.0,69896.62,1.0,743.5810638297872
AGT0000625,EMP00557,Pooja Nair,VND0000009,T2,SUSPENDED,2025-04-12 03:23:18,2026-03-23 22:15:45,84,84,40576,483.04761904761904,2.0,251418.58000000002,2.0,2993.0783333333334
AGT0000138,EMP00698,Neha Singh,VND0000007,DIGITAL,INACTIVE,2024-07-29 23:03:36,2025-05-16 22:31:30,87,87,41843,480.95402298850576,1.0,70442.64,1.0,809.6855172413793
AGT0000053,EMP00477,Rohan Patel,VND0000001,T3,SUSPENDED,2025-05-03 09:22:57,2026-02-28 22:33:17,88,88,40145,456.1931818181818,2.0,115855.06,2.0,1316.5347727272726
AGT0000985,EMP00585,Neha Singh,VND0000001,T1,INACTIVE,2024-06-26 09:59:23,2025-05-05 11:20:56,92,92,38268,415.95652173913044,5.0,467496.86,5.0,5081.487608695652
AGT0000557,EMP00199,Rahul Verma,VND0000013,FIELD,SUSPENDED,2025-09-27 23:31:57,2025-03-26 06:00:40,87,87,36453,419.0,1.0,106533.38,1.0,1224.5216091954023
AGT0000167,EMP00617,Aarav Sharma,VND0000009,T1,ACTIVE,2024-11-01 16:37:45,2025-01-16 07:55:30,83,83,40114,483.30120481927713,1.0,144163.8,1.0,1736.913253012048
AGT0000427,EMP00713,Vikram Shah,VND0000006,T3,INACTIVE,2024-11-26 16:58:36,2026-02-16 08:57:19,98,98,44791,457.05102040816325,3.0,264292.75,3.0,2696.8647959183672
AGT0000117,EMP00415,Priya Mehta,VND0000006,T1,SUSPENDED,2025-09-05 22:49:01,2026-05-03 23:14:18,95,95,40530,426.63157894736844,0.0,0.0,0.0,0.0
AGT0000818,EMP00055,Amit Kumar,VND0000001,T3,ACTIVE,2025-03-14 06:13:22,2025-11-30 05:46:17,100,100,44116,441.16,0.0,0.0,0.0,0.0
AGT0000123,EMP00576,Priya Mehta,VND0000011,T3,INACTIVE,2024-11-12 13:36:26,2025-10-01 06:11:37,130,129,59458,457.3692307692308,3.0,166026.44999999998,3.0,1277.1265384615383
AGT0000931,EMP00105,Aarav Sharma,VND0000001,DIGITAL,ACTIVE,2024-10-20 08:33:38,2025-05-23 06:40:58,84,84,38366,456.73809523809524,2.0,9766.08,2.0,116.26285714285714
AGT0000804,EMP00289,Sneha Das,VND0000015,FIELD,SUSPENDED,2024-03-31 04:20:17,2025-01-11 19:18:41,97,97,43999,453.5979381443299,1.0,46501.22,1.0,479.39402061855674
AGT0000612,EMP00850,Ananya Rao,VND0000011,T2,SUSPENDED,2024-11-17 00:43:12,2025-11-14 03:43:26,88,88,39668,450.77272727272725,1.0,79416.58,1.0,902.4611363636363
AGT0000541,EMP00163,Sneha Das,VND0000006,FIELD,SUSPENDED,2025-11-30 01:27:12,2025-04-20 18:44:21,85,85,37372,439.67058823529413,0.0,0.0,0.0,0.0
AGT0000152,EMP00448,Rahul Verma,VND0000005,DIGITAL,INACTIVE,2025-04-16 11:24:15,2026-05-24 01:54:23,93,93,42488,456.86021505376345,2.0,153144.86,2.0,1646.7189247311826
AGT0000016,EMP00458,Pooja Nair,VND0000007,FIELD,SUSPENDED,2025-03-07 11:29:02,2026-05-10 21:25:03,101,101,50908,504.03960396039605,2.0,350815.77,2.0,3473.4234653465346
AGT0000034,EMP00231,Sneha Das,VND0000003,T2,ACTIVE,2024-10-19 21:52:54,2025-01-06 13:47:48,100,100,50486,504.86,1.0,33901.76,1.0,339.0176
AGT0000399,EMP00169,Sneha Das,VND0000012,T2,INACTIVE,2025-03-02 14:42:19,2026-04-02 01:53:20,85,85,35970,423.1764705882353,1.0,148095.13,1.0,1742.2956470588235
AGT0000983,EMP00664,Aarav Sharma,VND0000007,DIGITAL,INACTIVE,2025-05-07 15:26:06,2025-10-28 14:35:34,98,98,44793,457.07142857142856,2.0,43371.2,2.0,442.56326530612245
AGT0000571,EMP00430,Rohan Patel,VND0000003,T2,ACTIVE,2024-03-10 06:15:01,2025-12-21 16:28:26,96,96,40634,423.2708333333333,0.0,0.0,0.0,0.0
AGT0000329,EMP00889,Rohan Patel,VND0000003,T3,SUSPENDED,2024-04-05 09:47:53,2026-03-23 14:38:09,78,78,35606,456.4871794871795,2.0,186602.65000000002,2.0,2392.341666666667
AGT0000746,EMP00012,Amit Kumar,VND0000007,DIGITAL,SUSPENDED,2025-09-16 19:12:54,2025-03-31 07:18:46,95,95,43345,456.2631578947368,0.0,0.0,0.0,0.0
AGT0000601,EMP00408,Amit Kumar,VND0000011,T3,ACTIVE,2024-11-17 19:28:11,2025-09-13 10:57:37,107,107,51716,483.32710280373834,2.0,61633.57,2.0,576.0146728971963
AGT0000031,EMP00983,Pooja Nair,VND0000014,T3,ACTIVE,2024-10-03 16:57:35,2025-05-18 22:50:32,94,94,44621,474.6914893617021,0.0,0.0,0.0,0.0
AGT0000081,EMP01001,Ananya Rao,VND0000001,DIGITAL,INACTIVE,2025-09-07 00:20:59,2025-07-05 18:02:12,94,94,40097,426.56382978723406,3.0,234354.53,3.0,2493.1332978723403
AGT0000166,EMP00460,Ananya Rao,VND0000002,T1,INACTIVE,2025-08-20 20:55:57,2025-07-01 19:13:07,86,86,41052,477.3488372093023,3.0,139735.62,3.0,1624.8327906976745
AGT0000462,EMP00882,Sneha Das,VND0000008,FIELD,SUSPENDED,2025-02-18 20:35:47,2026-02-04 20:50:56,76,76,34970,460.13157894736844,0.0,0.0,0.0,0.0
AGT0000118,EMP00917,Rahul Verma,VND0000015,DIGITAL,INACTIVE,2024-11-28 22:01:31,2025-04-07 13:38:49,103,103,43997,427.15533980582524,2.0,139026.81,2.0,1349.774854368932
AGT0000943,EMP00662,Aarav Sharma,VND0000011,T1,SUSPENDED,2024-12-24 23:24:29,2025-04-20 07:40:46,81,80,35006,432.17283950617286,3.0,178283.51,3.0,2201.030987654321
AGT0000305,EMP01048,Sneha Das,VND0000007,T1,SUSPENDED,2024-04-25 15:02:28,2026-07-31 20:50:56,89,88,41301,464.0561797752809,3.0,141972.61,3.0,1595.1978651685392
AGT0000544,EMP00994,Neha Singh,VND0000008,T1,SUSPENDED,2025-05-14 22:14:22,2026-05-29 13:41:35,90,90,40742,452.68888888888887,0.0,0.0,0.0,0.0
AGT0000890,EMP00134,Pooja Nair,VND0000002,T1,INACTIVE,2024-11-01 18:13:30,2025-04-22 05:29:34,94,94,44385,472.1808510638298,1.0,24732.76,1.0,263.11446808510635
AGT0000082,EMP00068,Ananya Rao,VND0000015,T1,SUSPENDED,2025-06-14 10:41:51,2026-01-08 10:02:32,101,101,43547,431.15841584158414,2.0,122386.67,2.0,1211.749207920792
AGT0000284,EMP00953,Rohan Patel,VND0000011,T3,ACTIVE,2024-06-30 02:03:30,2026-06-14 20:04:50,81,81,36707,453.17283950617286,1.0,6906.67,1.0,85.26753086419752
AGT0000359,EMP00097,Aarav Sharma,VND0000010,T1,SUSPENDED,2025-02-20 00:04:55,2026-07-02 09:13:52,97,97,39277,404.91752577319585,2.0,282159.02,2.0,2908.85587628866
AGT0000875,EMP00588,Neha Singh,VND0000011,T3,ACTIVE,2024-06-06 17:52:42,2025-05-02 00:45:14,99,99,47095,475.7070707070707,3.0,273357.37,3.0,2761.1855555555553
AGT0000145,EMP00325,Rohan Patel,VND0000012,T2,ACTIVE,2025-06-08 06:09:13,2025-11-01 12:56:52,102,102,45927,450.2647058823529,1.0,30191.76,1.0,295.99764705882353
AGT0000533,EMP00799,Amit Kumar,VND0000014,T1,INACTIVE,2024-03-07 10:29:48,2025-11-19 14:18:48,92,92,39279,426.94565217391306,1.0,131067.2,1.0,1424.6434782608696
AGT0000836,EMP00967,Priya Mehta,VND0000001,T3,SUSPENDED,2025-04-20 00:27:42,2026-08-02 01:39:47,90,89,45540,506.0,1.0,83470.15,1.0,927.446111111111
AGT0000901,EMP00678,Sneha Das,VND0000015,FIELD,ACTIVE,2024-11-23 06:13:10,2026-02-24 05:23:30,87,87,44885,515.919540229885,5.0,454447.05,5.0,5223.5293103448275
AGT0000218,EMP00760,Rahul Verma,VND0000001,T1,ACTIVE,2025-05-20 11:36:59,2025-09-04 12:18:41,84,84,35900,427.3809523809524,1.0,27943.96,1.0,332.6661904761905
AGT0000443,EMP00505,Neha Singh,VND0000013,T2,INACTIVE,2025-02-22 05:16:21,2025-08-13 20:54:43,97,96,44187,455.5360824742268,1.0,127228.15,1.0,1311.630412371134
AGT0000671,EMP00969,Aarav Sharma,VND0000008,T1,SUSPENDED,2024-08-28 20:38:15,2025-01-13 03:27:37,91,91,43976,483.25274725274727,0.0,0.0,0.0,0.0
AGT0000321,EMP00917,Rohan Patel,VND0000003,DIGITAL,INACTIVE,2024-04-10 21:25:39,2026-01-05 12:02:04,76,76,35023,460.82894736842104,2.0,65595.14,2.0,863.093947368421
AGT0000283,EMP00992,Rahul Verma,VND0000007,DIGITAL,INACTIVE,2024-02-12 02:26:24,2026-04-01 01:59:16,96,96,45972,478.875,4.0,266204.51,4.0,2772.9636458333334
AGT0000077,EMP00117,Neha Singh,VND0000011,T2,INACTIVE,2025-09-22 07:53:43,2025-10-29 00:38:41,86,86,40414,469.93023255813955,2.0,69677.66,2.0,810.2053488372094
AGT0000759,EMP00628,Priya Mehta,VND0000013,FIELD,INACTIVE,2024-09-09 04:35:06,2025-08-08 22:29:17,90,90,46660,518.4444444444445,1.0,9958.79,1.0,110.65322222222223
AGT0000980,EMP00676,Rohan Patel,VND0000004,DIGITAL,SUSPENDED,2024-10-28 16:38:24,2026-06-13 11:49:35,100,99,43937,439.37,1.0,63052.43,1.0,630.5243
AGT0000551,EMP00821,Sneha Das,VND0000007,T2,INACTIVE,2024-03-30 18:44:14,2025-10-13 01:01:04,115,115,48724,423.68695652173915,1.0,61293.73,1.0,532.9889565217392
AGT0000768,EMP00691,Priya Mehta,VND0000001,T3,INACTIVE,2024-03-10 16:57:56,2026-02-06 22:39:21,88,88,41277,469.0568181818182,0.0,0.0,0.0,0.0
AGT0000302,EMP00298,Aarav Sharma,VND0000006,T1,INACTIVE,2024-01-30 02:19:33,2026-07-06 10:44:40,89,89,42175,473.87640449438203,3.0,321844.32,3.0,3616.2283146067416
AGT0000347,EMP00803,Priya Mehta,VND0000001,DIGITAL,SUSPENDED,2025-09-25 05:59:03,2025-09-12 13:33:16,99,98,46441,469.1010101010101,4.0,411016.03,4.0,4151.677070707071
AGT0000636,EMP00181,Neha Singh,VND0000011,T1,INACTIVE,2024-08-23 19:54:47,2026-02-26 05:45:09,83,81,37678,453.95180722891564,0.0,0.0,0.0,0.0
AGT0000058,EMP00496,Ananya Rao,VND0000005,T2,ACTIVE,2025-03-03 06:44:55,2026-01-09 11:13:37,85,85,40005,470.6470588235294,1.0,48157.92,1.0,566.5637647058824
AGT0000877,EMP00520,Amit Kumar,VND0000005,T1,INACTIVE,2024-09-28 19:50:08,2025-03-16 03:01:20,99,99,47572,480.52525252525254,1.0,107969.11,1.0,1090.5970707070708
AGT0000425,EMP00223,Rahul Verma,VND0000014,T3,SUSPENDED,2024-03-22 12:12:59,2025-09-07 10:17:29,106,105,50614,477.49056603773585,1.0,134033.95,1.0,1264.4712264150944
AGT0000921,EMP00857,Sneha Das,VND0000008,T3,SUSPENDED,2025-11-11 21:02:50,2025-01-30 15:31:30,93,93,44413,477.55913978494624,0.0,0.0,0.0,0.0
AGT0000435,EMP00382,Rahul Verma,VND0000015,DIGITAL,ACTIVE,2025-10-03 17:16:49,2026-01-10 04:28:28,99,99,47085,475.6060606060606,1.0,26008.63,1.0,262.71343434343436
AGT0000747,EMP00654,Ananya Rao,VND0000005,T1,INACTIVE,2025-09-27 22:02:22,2025-12-08 17:02:30,99,98,41424,418.42424242424244,1.0,12007.06,1.0,121.28343434343434
AGT0000614,EMP01028,Pooja Nair,VND0000014,T2,SUSPENDED,2024-12-24 21:58:10,2025-09-17 10:48:25,67,67,30824,460.05970149253733,0.0,0.0,0.0,0.0
AGT0000719,EMP00369,Priya Mehta,VND0000006,T2,ACTIVE,2025-08-09 09:38:18,2025-06-04 08:39:38,81,81,35192,434.4691358024691,2.0,262095.17,2.0,3235.742839506173
AGT0000401,EMP00405,Pooja Nair,VND0000011,T3,INACTIVE,2024-05-27 15:28:59,2025-11-29 11:38:23,92,92,37849,411.4021739130435,0.0,0.0,0.0,0.0
AGT0000632,EMP00010,Pooja Nair,VND0000004,T1,SUSPENDED,2024-05-19 16:32:35,2025-07-13 11:21:07,82,82,35524,433.219512195122,1.0,120697.74,1.0,1471.9236585365854
AGT0000701,EMP00004,Rohan Patel,VND0000013,DIGITAL,INACTIVE,2025-03-07 05:28:57,2026-07-31 21:26:49,106,106,48899,461.311320754717,2.0,227306.36,2.0,2144.3996226415093
AGT0000771,EMP00755,Priya Mehta,VND0000010,T1,INACTIVE,2024-03-27 17:31:24,2025-04-10 22:27:38,82,81,36923,450.280487804878,0.0,0.0,0.0,0.0
AGT0000953,EMP00507,Aarav Sharma,VND0000014,DIGITAL,ACTIVE,2025-10-16 17:44:08,2025-02-08 13:39:34,83,83,42585,513.0722891566265,1.0,22450.54,1.0,270.48843373493975
AGT0000022,EMP00509,Vikram Shah,VND0000011,DIGITAL,SUSPENDED,2024-07-23 07:25:38,2025-06-04 23:40:21,71,71,32263,454.40845070422534,4.0,380243.93,4.0,5355.548309859155
AGT0000314,EMP00744,Priya Mehta,VND0000014,T2,INACTIVE,2025-09-30 12:35:40,2025-09-12 05:14:44,82,82,41257,503.1341463414634,0.0,0.0,0.0,0.0
AGT0000268,EMP00453,Priya Mehta,VND0000003,T3,ACTIVE,2025-11-01 20:28:14,2025-03-11 21:54:40,81,81,40792,503.60493827160496,1.0,37819.53,1.0,466.90777777777777
AGT0000313,EMP00238,Neha Singh,VND0000007,FIELD,SUSPENDED,2024-02-17 14:16:05,2025-03-18 22:43:29,90,90,44052,489.46666666666664,0.0,0.0,0.0,0.0
AGT0000854,EMP00948,Ananya Rao,VND0000008,FIELD,INACTIVE,2025-04-09 18:23:19,2026-03-10 06:39:55,95,95,45971,483.90526315789475,0.0,0.0,0.0,0.0
AGT0000887,EMP00917,Rahul Verma,VND0000001,T3,INACTIVE,2024-07-22 00:52:37,2025-09-11 23:12:14,77,77,36425,473.05194805194805,1.0,80543.12,1.0,1046.0145454545454
AGT0000143,EMP00813,Amit Kumar,VND0000002,T2,ACTIVE,2024-06-03 18:38:46,2025-11-29 08:40:53,100,100,50384,503.84,0.0,0.0,0.0,0.0
AGT0000426,EMP00282,Sneha Das,VND0000007,FIELD,SUSPENDED,2024-06-22 05:43:21,2025-04-14 09:05:23,101,100,44708,442.65346534653463,1.0,10604.01,1.0,104.99019801980198
AGT0000026,EMP00246,Neha Singh,VND0000011,T2,SUSPENDED,2024-06-09 13:36:26,2026-03-29 17:51:47,80,80,39370,492.125,1.0,112820.79,1.0,1410.259875
AGT0000591,EMP00207,Ananya Rao,VND0000007,DIGITAL,SUSPENDED,2025-06-30 20:19:45,2025-02-13 17:13:09,97,97,44096,454.5979381443299,2.0,143606.49,2.0,1480.4792783505154
AGT0000760,EMP00763,Aarav Sharma,VND0000008,T2,INACTIVE,2024-07-04 17:49:56,2025-04-24 00:27:59,99,98,51603,521.2424242424242,2.0,202078.79,2.0,2041.199898989899
AGT0000302,EMP01050,Vikram Shah,VND0000009,DIGITAL,INACTIVE,2024-09-18 01:50:33,2025-06-23 23:16:02,89,89,42175,473.87640449438203,3.0,321844.32,3.0,3616.2283146067416
AGT0000675,EMP00955,Rohan Patel,VND0000008,FIELD,INACTIVE,2025-10-18 05:36:21,2026-02-19 04:32:49,77,77,36200,470.12987012987014,0.0,0.0,0.0,0.0
AGT0000801,EMP00856,Priya Mehta,VND0000005,T3,SUSPENDED,2025-03-20 07:47:18,2026-03-08 04:54:05,84,84,39078,465.2142857142857,0.0,0.0,0.0,0.0
AGT0000089,EMP00540,Vikram Shah,VND0000005,T3,INACTIVE,2025-06-16 03:40:44,2025-09-08 22:38:27,93,93,42310,454.9462365591398,2.0,285457.4,2.0,3069.4344086021506
AGT0000339,EMP01062,Vikram Shah,VND0000011,T2,INACTIVE,2025-08-04 16:49:51,2025-12-03 11:34:45,83,83,35673,429.7951807228916,1.0,147800.75,1.0,1780.7319277108434
AGT0000546,EMP00710,Amit Kumar,VND0000001,FIELD,ACTIVE,2025-01-27 03:45:08,2025-08-14 08:17:27,95,94,43907,462.17894736842106,2.0,130495.56,2.0,1373.6374736842106
AGT0000640,EMP00865,Pooja Nair,VND0000003,T1,SUSPENDED,2025-09-21 16:16:57,2025-05-07 15:49:16,100,100,50088,500.88,0.0,0.0,0.0,0.0
AGT0000104,EMP00786,Pooja Nair,VND0000010,T3,SUSPENDED,2024-09-07 11:12:31,2026-02-14 19:00:10,77,77,35969,467.12987012987014,2.0,241857.38,2.0,3141.004935064935
AGT0000693,EMP00474,Vikram Shah,VND0000011,DIGITAL,ACTIVE,2024-10-20 13:00:05,2025-01-31 08:02:20,78,78,39188,502.4102564102564,0.0,0.0,0.0,0.0
AGT0000744,EMP00290,Vikram Shah,VND0000009,T3,ACTIVE,2024-12-15 17:15:20,2026-07-10 02:38:41,84,84,39290,467.73809523809524,4.0,208710.46000000002,4.0,2484.6483333333335
AGT0000550,EMP00317,Amit Kumar,VND0000002,DIGITAL,SUSPENDED,2024-07-17 14:11:25,2026-01-20 01:43:01,91,91,42252,464.3076923076923,3.0,173453.58000000002,3.0,1906.0832967032968
AGT0000681,EMP00379,Aarav Sharma,VND0000014,T1,INACTIVE,2024-10-22 06:41:54,2026-06-15 16:34:10,84,84,43294,515.4047619047619,1.0,4739.11,1.0,56.41797619047619
AGT0000516,EMP00358,Vikram Shah,VND0000013,FIELD,ACTIVE,2024-05-21 06:27:16,2026-07-08 23:23:19,92,92,46694,507.54347826086956,0.0,0.0,0.0,0.0
AGT0000889,EMP00733,Ananya Rao,VND0000015,DIGITAL,SUSPENDED,2024-03-02 03:34:05,2026-01-31 09:47:55,83,83,39148,471.66265060240966,1.0,101362.64,1.0,1221.236626506024
AGT0000639,EMP00972,Rahul Verma,VND0000005,T1,ACTIVE,2025-11-12 12:55:25,2025-12-03 10:38:44,96,95,44713,465.7604166666667,2.0,247556.33000000002,2.0,2578.7117708333335
AGT0000181,EMP00391,Rahul Verma,VND0000005,T1,SUSPENDED,2024-11-07 14:45:36,2025-12-15 20:03:00,96,96,40433,421.1770833333333,1.0,123119.3,1.0,1282.4927083333334
AGT0000994,EMP00350,Ananya Rao,VND0000006,T3,SUSPENDED,2025-10-06 02:05:15,2026-07-02 07:44:23,94,94,39294,418.02127659574467,1.0,82713.23,1.0,879.9279787234042
AGT0000160,EMP00625,Rohan Patel,VND0000015,FIELD,ACTIVE,2024-10-27 07:58:11,2026-02-03 13:48:48,100,99,46141,461.41,2.0,197813.40000000002,2.0,1978.1340000000002
AGT0000189,EMP00953,Rahul Verma,VND0000007,DIGITAL,INACTIVE,2025-11-29 04:06:08,2026-04-06 14:48:29,81,81,39785,491.17283950617286,1.0,12752.4,1.0,157.43703703703704
AGT0000495,EMP00818,Rohan Patel,VND0000004,FIELD,SUSPENDED,2024-03-03 18:20:33,2026-06-15 00:48:37,83,83,33909,408.5421686746988,1.0,119495.73,1.0,1439.7075903614457
